-10.00   0.00000   0.00000
 -9.95   0.00000   0.00000
 -9.90   0.00000   0.00000
 -9.85   0.00000   0.00000
 -9.80   0.00000   0.00000
 -9.75   0.00000   0.00000
 -9.70   0.00000   0.00000
 -9.65   0.00000   0.00000
 -9.60   0.00000   0.00000
 -9.55   0.00000   0.00000
 -9.50   0.00000   0.00000
 -9.45   0.00000   0.00000
 -9.40   0.00000   0.00000
 -9.35   0.00000   0.00000
 -9.30   0.00000   0.00000
 -9.25   0.00000   0.00000
 -9.20   0.00000   0.00000
 -9.15   0.00000   0.00000
 -9.10   0.00000   0.00000
 -9.05   0.00000   0.00000
 -9.00   0.00000   0.00000
 -8.95   0.00000   0.00000
 -8.90   0.00000   0.00000
 -8.85   0.00000   0.00000
 -8.80   0.00000   0.00000
 -8.75   0.00000   0.00000
 -8.70   0.00000   0.00000
 -8.65   0.00000   0.00000
 -8.60   0.00000   0.00000
 -8.55   0.00000   0.00000
 -8.50   0.00000   0.00000
 -8.45   0.00000   0.00000
 -8.40   0.00000   0.00000
 -8.35   0.00000   0.00000
 -8.30   0.00000   0.00000
 -8.25   0.00000   0.00000
 -8.20   0.00000   0.00000
 -8.15   0.00000   0.00000
 -8.10   0.00000   0.00000
 -8.05   0.00000   0.00000
 -8.00   0.00000   0.00000
 -7.95   0.00000   0.00000
 -7.90   0.00000   0.00000
 -7.85   0.00000   0.00000
 -7.80   0.00000   0.00000
 -7.75   0.00000   0.00000
 -7.70   0.00000   0.00000
 -7.65   0.00000   0.00000
 -7.60   0.00000   0.00000
 -7.55   0.00000   0.00000
 -7.50   0.00000   0.00000
 -7.45   0.00000   0.00000
 -7.40   0.00000   0.00000
 -7.35   0.00000   0.00000
 -7.30   0.00000   0.00000
 -7.25   0.00000   0.00000
 -7.20   0.00000   0.00000
 -7.15   0.00000   0.00000
 -7.10   0.00000   0.00000
 -7.05   0.00000   0.00000
 -7.00   0.00000   0.00000
 -6.95   0.00000   0.00000
 -6.90   0.00000   0.00000
 -6.85   0.00000   0.00000
 -6.80   0.00000   0.00000
 -6.75   0.00000   0.00000
 -6.70   0.00000   0.00000
 -6.65   0.00000   0.00000
 -6.60   0.00000   0.00000
 -6.55   0.00000   0.00000
 -6.50   0.00000   0.00000
 -6.45   0.00000   0.00000
 -6.40   0.00000   0.00000
 -6.35   0.00000   0.00000
 -6.30   0.00000   0.00000
 -6.25   0.00000   0.00000
 -6.20   0.00000   0.00000
 -6.15   0.00000   0.00000
 -6.10   0.00000   0.00000
 -6.05   0.00000   0.00000
 -6.00   0.00000   0.00000
 -5.95   0.00000   0.00000
 -5.90   0.00000   0.00000
 -5.85   0.00000   0.00000
 -5.80   0.00000   0.00000
 -5.75   0.00000   0.00000
 -5.70   0.00000   0.00000
 -5.65   0.00000   0.00000
 -5.60   0.00000   0.00000
 -5.55   0.00000   0.00000
 -5.50   0.00000   0.00000
 -5.45   0.00000   0.00000
 -5.40   0.00000   0.00000
 -5.35   0.00000   0.00000
 -5.30   0.00000   0.00000
 -5.25   0.00000   0.00000
 -5.20   0.00000   0.00000
 -5.15   0.00001   0.00000
 -5.10   0.00001   0.00000
 -5.05   0.00003   0.00000
 -5.00   0.00006   0.00000
 -4.95   0.00011   0.00000
 -4.90   0.00022   0.00000
 -4.85   0.00041   0.00001
 -4.80   0.00073   0.00001
 -4.75   0.00127   0.00002
 -4.70   0.00215   0.00004
 -4.65   0.00354   0.00006
 -4.60   0.00566   0.00010
 -4.55   0.00882   0.00016
 -4.50   0.01338   0.00024
 -4.45   0.01980   0.00035
 -4.40   0.02859   0.00051
 -4.35   0.04033   0.00071
 -4.30   0.05560   0.00098
 -4.25   0.07497   0.00132
 -4.20   0.09896   0.00174
 -4.15   0.12795   0.00226
 -4.10   0.16215   0.00286
 -4.05   0.20156   0.00355
 -4.00   0.24591   0.00434
 -3.95   0.29464   0.00520
 -3.90   0.34694   0.00612
 -3.85   0.40170   0.00709
 -3.80   0.45762   0.00808
 -3.75   0.51322   0.00906
 -3.70   0.56698   0.01002
 -3.65   0.61735   0.01091
 -3.60   0.66288   0.01171
 -3.55   0.70229   0.01241
 -3.50   0.73453   0.01299
 -3.45   0.75882   0.01342
 -3.40   0.77471   0.01370
 -3.35   0.78203   0.01383
 -3.30   0.78093   0.01381
 -3.25   0.77182   0.01365
 -3.20   0.75536   0.01336
 -3.15   0.73237   0.01295
 -3.10   0.70380   0.01244
 -3.05   0.67068   0.01186
 -3.00   0.63404   0.01121
 -2.95   0.59492   0.01052
 -2.90   0.55428   0.00980
 -2.85   0.51299   0.00907
 -2.80   0.47184   0.00834
 -2.75   0.43148   0.00763
 -2.70   0.39245   0.00694
 -2.65   0.35518   0.00628
 -2.60   0.31998   0.00566
